Bucket,Family,Score,OriginalPath,CopiedPath,FileName,SizeBytes,LastWriteTime,CollectorTerms,MachineTerms,ReasonTerms,WriteTerms,SensitiveTerms,LikelyTestOrBackup
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\arc_organ\test_phase_c.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\faa1e6ad1dec__test_phase_c.py,test_phase_c.py,9229,2025-11-26T21:37:22,metric;metrics;perf,input,classif;pattern,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\cod_616\arc_organ\test_phase_c.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\c28526bd6287__test_phase_c.py,test_phase_c.py,9229,2025-11-26T21:37:22,metric;metrics;perf,input,classif;pattern,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\engines\rel_engine_v2.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4245ac29da53__rel_engine_v2.py,rel_engine_v2.py,7051,2025-11-30T18:07:34,metric,input,analyse;analyze;analyzer;pattern;reason,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\maybe files\visualize_spatial_task.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\18ccf3285b24__visualize_spatial_task.py,visualize_spatial_task.py,10611,2025-11-28T06:30:20,metric,input,analyze;pattern;reason;reasoning,open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\solvers\baseline_solver.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\73b2c49992ce__baseline_solver.py,baseline_solver.py,3447,2025-11-29T05:51:40,log;perf;performance,input,analyze;infer,,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\tools\build_rule_database.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ac451dfd0523__build_rule_database.py,build_rule_database.py,4459,2025-11-30T15:15:50,metric,input,pattern,.jsonl;.write(;json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\tools\test_color_engine_arc.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\e45daf26b933__test_color_engine_arc.py,test_color_engine_arc.py,5445,2025-11-30T17:15:20,perf,input,infer;predict;score,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,16,H:\arc_production_solver\tools\verify_operators_after_patches.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8517fb1bbb76__verify_operators_after_patches.py,verify_operators_after_patches.py,5157,2025-11-30T14:34:56,log,input,infer;inference;pattern,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\arc_organ\arc_submission_builder.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a1e1c98bf862__arc_submission_builder.py,arc_submission_builder.py,7155,2025-11-26T20:59:06,,input;process;system,predict,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\arc_organ\meta_comp_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a7f052796009__meta_comp_engine.py,meta_comp_engine.py,22591,2025-11-30T17:15:20,,input,analyze;infer;pattern;predict,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\arc_organ\pattern_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\1f66ab63caa6__pattern_engine.py,pattern_engine.py,24792,2025-11-30T15:22:50,log;metric,input,analyze;pattern;score,,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\cod_616\arc_organ\arc_submission_builder.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\3334cb5d44e6__arc_submission_builder.py,arc_submission_builder.py,7155,2025-11-26T20:59:06,,input;process;system,predict,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\research\composition_finder.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\2b1a1e2f43d2__composition_finder.py,composition_finder.py,8754,2025-11-29T06:25:22,,input,analyze;infer;inference;pattern,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,15,H:\arc_production_solver\scripts\evaluation\run_rel_v2_detection.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\5e57d45eb6fd__run_rel_v2_detection.py,run_rel_v2_detection.py,5514,2025-11-30T17:23:38,metric,input;process,analyze,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\arc_organ\mixer.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\15b9dd847ac9__mixer.py,mixer.py,13924,2025-11-30T14:34:56,,input;system,analyze;pattern;score,open(,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\arc_organ\transform_matcher.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\d1f8e1801a63__transform_matcher.py,transform_matcher.py,15236,2025-11-30T17:55:56,perf,input,analyze;pattern;reason;reasoning,,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\cod_616\modules\__init__.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\3bdd3fdf62e8____init__.py,__init__.py,510,2025-11-25T17:59:12,capture;telemetry,gamepad;network,detector,,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\engines\color_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\107753a73fa7__color_engine.py,color_engine.py,40869,2025-11-30T16:28:54,log,input,analyze;pattern;reason;reasoning,,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\engines\geo_engine.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\5f28d6e1099a__geo_engine.py,geo_engine.py,15246,2025-11-30T19:16:22,metric,input,analyze;classif;reason;reasoning,,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\scripts\evaluation\run_rel_v2_training.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\cd25c5d514c6__run_rel_v2_training.py,run_rel_v2_training.py,7064,2025-11-30T17:23:38,,input;process,analyze;pattern,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\tools\test_object_space_integration.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\53039f1ac94e__test_object_space_integration.py,test_object_space_integration.py,8290,2025-11-30T17:55:56,metric,input,infer;pattern;predict,open(,,False
high_confidence_log_reasoners,arc_solver,14,H:\arc_production_solver\tools\test_recolor_mapping.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\fb0401fec79f__test_recolor_mapping.py,test_recolor_mapping.py,3028,2025-11-30T17:15:20,perf,input,infer;score,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\arc_organ\evaluate_submission.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\8ad0f46a4eac__evaluate_submission.py,evaluate_submission.py,3325,2025-11-26T21:18:42,,system,analyze;evaluate;pattern;predict,open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\arc_organ\feature_extractor.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\f63debd783e4__feature_extractor.py,feature_extractor.py,9671,2025-11-30T14:34:56,capture,input;movement,analyze;pattern,,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\arc_organ\object_space.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a3c676ca5432__object_space.py,object_space.py,16524,2025-11-30T17:55:56,log;metric,movement,reason;reasoning,,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\cod_616\arc_organ\evaluate_submission.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\e7b4ff726726__evaluate_submission.py,evaluate_submission.py,3325,2025-11-26T21:18:42,,system,analyze;evaluate;pattern;predict,open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\cod_616\arc_organ\feature_extractor.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\ab5a7d165b91__feature_extractor.py,feature_extractor.py,9484,2025-11-29T04:45:18,capture,input;movement,analyze;pattern,,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\cod_616\screen_resonance_state.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\e09eace77347__screen_resonance_state.py,screen_resonance_state.py,14418,2025-11-26T04:55:44,event;metric,process,pattern;score,,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\extract_dsl_from_training.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\9922ac143949__extract_dsl_from_training.py,extract_dsl_from_training.py,8793,2025-11-30T14:34:56,,input,analyze,.jsonl;.write(;json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\rapid_operator_validation.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\3fad3ff0ffb6__rapid_operator_validation.py,rapid_operator_validation.py,7263,2025-11-30T13:06:50,,input,analyze;pattern;predict,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\status_report_complete.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4406676eda79__status_report_complete.py,status_report_complete.py,4757,2025-11-30T17:15:20,perf;performance,system,pattern;summarize,,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\test_objectspace_on_dataset.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\0cc4a0b831c3__test_objectspace_on_dataset.py,test_objectspace_on_dataset.py,5753,2025-11-30T17:55:56,,input,evaluate;infer;predict,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\test_pattern_engine_arc.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\a59c44cbe535__test_pattern_engine_arc.py,test_pattern_engine_arc.py,5228,2025-11-30T15:15:50,,input,analyze;pattern;score,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\test_phase2_arc_tasks.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\e7dff847713e__test_phase2_arc_tasks.py,test_phase2_arc_tasks.py,6559,2025-11-30T17:15:20,,input,analyze;pattern;score,.jsonl;open(,,False
high_confidence_log_reasoners,arc_solver,13,H:\arc_production_solver\tools\visualize_arc2025_tasks.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\bdce8a45021f__visualize_arc2025_tasks.py,visualize_arc2025_tasks.py,7153,2025-11-30T18:15:02,,input,analyze;pattern,.write(;json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,12,H:\arc_production_solver\arc_organ\fill_interior_operator.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\4e1545055b02__fill_interior_operator.py,fill_interior_operator.py,3077,2025-11-30T17:55:56,,input;process,pattern;predict,open(,,False
high_confidence_log_reasoners,arc_solver,12,H:\arc_production_solver\arc_organ\generate_sample_submission.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\cfdb1f965476__generate_sample_submission.py,generate_sample_submission.py,3311,2025-11-26T21:18:42,,input;process,predict,json.dump;open(,,False
high_confidence_log_reasoners,arc_solver,12,H:\arc_production_solver\arc_organ\operators\repeat_operator.py,H:\AnchorWorks_reasoning_toolbox_pull_list\Machine_Log_Reasoners_CURATED_20260515_190413\files\high_confidence_log_reasoners\arc_solver\312348c22419__repeat_operator.py,repeat_operator.py,8723,2025-11-30T14:34:56,perf,input,analyze;infer;pattern,,,False
